resume_text,quality
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of CSS, C++, Excel, Communication seeking entry level opportunity.",1
"Experienced professional with skills in Python, PyTorch, NLP, SQL, TensorFlow and over 10 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Docker, NLP, PyTorch, Machine Learning, Cloud and over 5 years of experience.",2
"Experienced professional with skills in Docker, Python, Data Analysis, PyTorch, NLP and over 9 years of experience.",2
"Graduate with knowledge of Excel, Java, CSS, Communication seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Experienced professional with skills in Docker, SQL, NLP, Machine Learning, Python and over 7 years of experience.",2
"Experienced professional with skills in TensorFlow, Docker, Machine Learning, PyTorch, NLP and over 7 years of experience.",2
"Graduate with knowledge of Excel, HTML, CSS, Java seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, PyTorch, TensorFlow, SQL, Python and over 4 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in SQL, PyTorch, Docker, Data Analysis, Machine Learning and over 8 years of experience.",2
"Graduate with knowledge of C, Java, Communication, HTML seeking entry level opportunity.",1
"Graduate with knowledge of Java, C++, HTML, Communication seeking entry level opportunity.",1
"Graduate with knowledge of C, Excel, JavaScript, HTML seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Docker, Python, PyTorch, Deep Learning, NLP and over 5 years of experience.",2
"Graduate with knowledge of Basic Python, Communication, HTML, Excel seeking entry level opportunity.",1
"Graduate with knowledge of HTML, Communication, C++, Basic Python seeking entry level opportunity.",1
"Graduate with knowledge of CSS, C, Basic Python, Java seeking entry level opportunity.",1
"Graduate with knowledge of Java, HTML, C, Basic Python seeking entry level opportunity.",1
"Graduate with knowledge of C++, CSS, Java, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Java, C++, Communication, C seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of C, JavaScript, Excel, CSS seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, PyTorch, TensorFlow, Docker, SQL and over 8 years of experience.",2
"Experienced professional with skills in SQL, NLP, Data Analysis, PyTorch, Docker and over 10 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Graduate with knowledge of JavaScript, Communication, Basic Python, Java seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Basic Python, JavaScript, C++, Excel seeking entry level opportunity.",1
"Experienced professional with skills in SQL, PyTorch, Cloud, Python, Deep Learning and over 10 years of experience.",2
"Graduate with knowledge of CSS, Communication, C, Excel seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, Python, Cloud, PyTorch, Docker and over 9 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in SQL, Docker, TensorFlow, Cloud, NLP and over 8 years of experience.",2
"Graduate with knowledge of CSS, Basic Python, Excel, JavaScript seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of C, Communication, Java, HTML seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, NLP, Cloud, Docker, PyTorch and over 4 years of experience.",2
"Experienced professional with skills in NLP, SQL, Machine Learning, PyTorch, Python and over 4 years of experience.",2
"Graduate with knowledge of Java, CSS, C++, JavaScript seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Graduate with knowledge of CSS, Java, C++, C seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Graduate with knowledge of C, HTML, JavaScript, Java seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, SQL, TensorFlow, NLP, Deep Learning and over 5 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in SQL, PyTorch, Docker, Cloud, TensorFlow and over 5 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Cloud, Data Analysis, Deep Learning, NLP, Machine Learning and over 3 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in NLP, SQL, Data Analysis, Python, Docker and over 5 years of experience.",2
Fresher with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Basic Python, CSS, Excel, JavaScript seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of C++, HTML, Communication, C seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in TensorFlow, Deep Learning, SQL, Data Analysis, Machine Learning and over 6 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of C++, Basic Python, JavaScript, Communication seeking entry level opportunity.",1
"Experienced professional with skills in TensorFlow, Machine Learning, Data Analysis, Docker, Python and over 9 years of experience.",2
"Experienced professional with skills in SQL, PyTorch, Cloud, NLP, Machine Learning and over 7 years of experience.",2
Interested in IT field with no significant technical experience.,0
Fresher with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Communication, CSS, Excel, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in SQL, PyTorch, Data Analysis, Cloud, Python and over 4 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of CSS, JavaScript, C++, C seeking entry level opportunity.",1
"Experienced professional with skills in Python, NLP, Docker, SQL, Cloud and over 10 years of experience.",2
"Graduate with knowledge of JavaScript, Excel, C++, Basic Python seeking entry level opportunity.",1
"Experienced professional with skills in PyTorch, NLP, Machine Learning, Data Analysis, Docker and over 5 years of experience.",2
"Experienced professional with skills in Machine Learning, NLP, PyTorch, Data Analysis, SQL and over 10 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Excel, Basic Python, Communication, CSS seeking entry level opportunity.",1
